country,month_year,value
Algeria,01/04/2023,0.0
Angola,01/04/2023,1063.0
Argentina,01/04/2023,0.0
Armenia,01/04/2023,0.0
Australia,01/04/2023,241.0182
Austria,01/04/2023,9.3907
Azerbaijan,01/04/2023,0.0
Bahrain,01/04/2023,204.149
Bangladesh,01/04/2023,0.0
Barbados,01/04/2023,0.0
Belarus,01/04/2023,0.0
Belgium,01/04/2023,0.0
Belize,01/04/2023,0.0
Bermuda,01/04/2023,0.0
Bolivia,01/04/2023,0.0
Brazil,01/04/2023,0.0
Brunei Darussalam,01/04/2023,86.3791
Bulgaria,01/04/2023,0.0
Canada,01/04/2023,3888.4487
Chile,01/04/2023,1.864
China,01/04/2023,0.0
Chinese Taipei,01/04/2023,0.0
Colombia,01/04/2023,0.0
Costa Rica,01/04/2023,0.0
Croatia,01/04/2023,0.0
Cuba,01/04/2023,0.0
Cyprus,01/04/2023,0.0
Czech Republic,01/04/2023,1.2217
Denmark,01/04/2023,56.4867
Dominican Republic,01/04/2023,0.0
Ecuador,01/04/2023,0.0
Egypt (Arab Rep.),01/04/2023,581.768
El Salvador,01/04/2023,0.0
Equatorial Guinea,01/04/2023,0.0
Estonia,01/04/2023,0.0
Eswatini,01/04/2023,0.0
Finland,01/04/2023,0.0
France,01/04/2023,11.9723
Gabon,01/04/2023,0.0
Gambia,01/04/2023,0.0
Georgia,01/04/2023,0.0
Germany,01/04/2023,31.68
Greece,01/04/2023,0.0
Grenada,01/04/2023,0.0
Guatemala,01/04/2023,0.0
Guyana,01/04/2023,0.0
Haiti,01/04/2023,0.0
Honduras,01/04/2023,0.0
Hong Kong China,01/04/2023,0.0
Hungary,01/04/2023,16.859
Iceland,01/04/2023,0.0
India,01/04/2023,590.736
Indonesia,01/04/2023,634.4
Iran (Islamic Rep.),01/04/2023,0.0
Iraq,01/04/2023,3938.0
Ireland,01/04/2023,0.0
Italy,01/04/2023,83.0983
Jamaica,01/04/2023,0.0
Japan,01/04/2023,2.4567
Kazakhstan,01/04/2023,0.0
Korea,01/04/2023,0.0
Kuwait,01/04/2023,0.0
Latvia,01/04/2023,0.0
Libya,01/04/2023,0.0
Lithuania,01/04/2023,0.0
Luxembourg,01/04/2023,0.0
North Macedonia,01/04/2023,0.0
Malaysia,01/04/2023,0.0
Malta,01/04/2023,0.0
Mauritius,01/04/2023,0.0
Mexico,01/04/2023,0.0
Moldova,01/04/2023,0.0
Morocco,01/04/2023,0.0
Myanmar,01/04/2023,0.0
Nepal,01/04/2023,0.0
Netherlands,01/04/2023,6.381
New Zealand,01/04/2023,17.615
Nicaragua,01/04/2023,0.0
Niger,01/04/2023,0.0
Nigeria,01/04/2023,999.0
Norway,01/04/2023,1820.819
Oman,01/04/2023,0.0
Panama,01/04/2023,0.0
Papua New Guinea,01/04/2023,0.0
Paraguay,01/04/2023,0.0
Peru,01/04/2023,0.0
Philippines,01/04/2023,0.0
Poland,01/04/2023,18.0807
Portugal,01/04/2023,0.0
Qatar,01/04/2023,0.0
Romania,01/04/2023,0.0
Russian Federation,01/04/2023,0.0
Saudi Arabia,01/04/2023,10461.0
Singapore,01/04/2023,0.0
Slovakia,01/04/2023,0.0
Slovenia,01/04/2023,0.0
South Africa,01/04/2023,0.0
Spain,01/04/2023,0.0
Sudan,01/04/2023,0.0
Suriname,01/04/2023,0.0
Sweden,01/04/2023,0.0
Switzerland,01/04/2023,0.0
Syria (Arab Rep.),01/04/2023,0.0
Tajikistan,01/04/2023,0.0
Thailand,01/04/2023,133.5476
Trinidad/Tobago,01/04/2023,0.0
Tunisia,01/04/2023,0.0
Turkey,01/04/2023,74.0493
Ukraine,01/04/2023,0.0
United Arab Emirates,01/04/2023,0.0
United Kingdom,01/04/2023,652.932
United States of America,01/04/2023,12276.7
Uruguay,01/04/2023,0.0
Venezuela,01/04/2023,810.0
Vietnam,01/04/2023,0.0
Yemen,01/04/2023,0.0
